name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Dakshina Kannada,2022-02-12,33.1,21,26.8,34.1,21,27.4,18.4,61.6,0,0,0,,0,0,38.5,22.3,129.8,1009.4,11.5,6.5,269.4,23.4,9,10,2022-02-12T06:52:33,2022-02-12T18:34:06,0.36,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-02-13,33,23,27.3,34.2,23,28.3,19.8,64.9,0,0,0,,0,0,38.5,18.4,260.4,1008.6,10.8,5.7,263.4,22.6,9,10,2022-02-13T06:52:12,2022-02-13T18:34:25,0.39,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-02-14,32.9,23,27.3,36.7,23,28.9,21.5,71.8,0,0,0,,0,0,33.5,18.4,240.2,1008.6,29.4,4.7,235.4,20.2,8,10,2022-02-14T06:51:51,2022-02-14T18:34:42,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-15,32,24,27.3,35.8,24,28.7,21.5,72.2,0,0,0,,0,0,32.4,24.1,226.4,1008.9,23.5,4.2,234.5,20.1,8,10,2022-02-15T06:51:29,2022-02-15T18:34:59,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-02-16,31.2,23,26.9,33.9,23,28.1,21.2,72.2,0,0,0,,0,0,36.4,16.6,251,1007.3,25.2,4.5,221,19.2,8,10,2022-02-16T06:51:06,2022-02-16T18:35:15,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-17,32,23,27.1,35.1,23,28,20.2,67.3,0,0,0,,0,0,32.8,22.3,283.6,1006.1,19.4,5.4,250.6,21.9,9,10,2022-02-17T06:50:43,2022-02-17T18:35:31,0.52,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-18,32,24,27.2,34.9,24,28.1,20.1,66.1,0,0,0,,0,0,42.1,14.8,242.8,1007.6,37.1,6.1,255,22.1,9,10,2022-02-18T06:50:18,2022-02-18T18:35:46,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-02-19,34,24,27.6,36.5,24,28.8,20.6,67.3,0,0,0,,0,0,37.4,22.3,252.5,1009.4,10.6,5.7,277.6,23.9,10,10,2022-02-19T06:49:53,2022-02-19T18:36:01,0.59,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-20,32.2,23,27.3,36,23,29,21.8,73.5,0,0,0,,0,0,38.9,18.4,203.6,1009.9,23.2,4.8,276.3,23.9,10,10,2022-02-20T06:49:27,2022-02-20T18:36:15,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-02-21,33,24,27.4,36.1,24,28.3,21.1,70.9,0,0,0,,0,0,38.9,22.3,309.8,1009,18.5,4.5,280.3,24.1,10,10,2022-02-21T06:49:00,2022-02-21T18:36:28,0.66,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-22,33,22,27.2,32.6,22,27.4,18.5,62,0,0,0,,0,0,43.9,18.4,299.8,1010.1,5.8,6.3,277.8,23.9,10,10,2022-02-22T06:48:32,2022-02-22T18:36:41,0.7,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-23,34.9,23,27.8,34.7,23,28.3,19,62.3,0,0,0,,0,0,38.5,22.3,279.6,1011.4,13.4,5.6,256.4,22,9,10,2022-02-23T06:48:03,2022-02-23T18:36:54,0.73,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-24,32.3,23,27.4,36,23,29.2,21.4,70.9,0,0,0,,0,0,42.1,18.4,244.8,1013,19.1,6,274.3,23.8,10,10,2022-02-24T06:47:34,2022-02-24T18:37:06,0.75,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-25,33.1,24,27.9,37.1,24,29.8,22.2,72.7,0,0,0,,0,0,37.4,22.3,307.5,1011.9,15.7,5.2,282.7,24.5,10,10,2022-02-25T06:47:04,2022-02-25T18:37:17,0.81,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-02-26,33,23,27.5,36.1,23,29,21.5,72.1,0,0,0,,0,0,41,20.5,195.5,1011.5,16.8,5.1,274.7,23.7,10,10,2022-02-26T06:46:34,2022-02-26T18:37:28,0.84,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-02-27,33.8,24,28,38.1,24,29.9,22.3,73.1,0,0,0,,0,0,39.6,22.3,266.3,1012,15.9,5,279.3,24.1,10,10,2022-02-27T06:46:03,2022-02-27T18:37:39,0.88,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-02-28,32,23,27.8,35.8,23,29.6,22,72.2,0,0,0,,0,0,40.3,20.5,237,1011.7,27.5,5.2,262.4,22.7,9,10,2022-02-28T06:45:31,2022-02-28T18:37:49,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-01,32,24,27.9,36.5,24,30,22.4,73.3,0,0,0,,0,0,43.2,20.5,234.4,1011.5,31.4,5,249.2,21.4,9,10,2022-03-01T06:44:58,2022-03-01T18:37:58,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-02,35,24,28.2,34.5,24,28.9,19.8,65.1,0,0,0,,0,0,31.7,20.5,216.4,1010.6,15.2,5.6,292.4,25.1,10,10,2022-03-02T06:44:25,2022-03-02T18:38:07,0,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-03,36,22,28.4,35.3,22,28.3,16.3,54.6,0,0,0,,0,0,32.8,20.5,39.9,1010.1,7.4,6.7,300.6,26.1,10,10,2022-03-03T06:43:52,2022-03-03T18:38:16,0.02,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-04,36,21.9,28.1,33.6,21.9,27.9,15.5,51.6,0,0,0,,0,0,31.7,20.5,340.5,1010.2,12.6,6.6,300.1,25.7,10,10,2022-03-04T06:43:18,2022-03-04T18:38:24,0.05,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-05,34.2,23,27.8,35.8,23,29.1,18.8,61,0,0,0,,0,0,40.3,25.9,187.1,1009.8,18.1,6,293.8,25.4,10,10,2022-03-05T06:42:43,2022-03-05T18:38:32,0.08,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-06,34,23,27.9,35.1,23,29.1,21,69.5,0,0,0,,0,0,40.7,22.3,244.5,1009.2,17.2,4.7,287.7,24.8,10,10,2022-03-06T06:42:08,2022-03-06T18:38:40,0.11,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-07,33.9,24,28.5,35.6,24,29.6,20.6,64.8,0,0,0,,0,0,40,18.4,295.3,1009.1,11.6,5.5,272.7,23.5,10,10,2022-03-07T06:41:32,2022-03-07T18:38:47,0.15,Clear,Clear conditions throughout the day.,clear-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-08,33,24,28.4,36.7,24,30.4,21.7,68.7,0,0,0,,0,0,36.7,25.9,249.2,1009.6,24,6.2,246.7,21.2,8,30,2022-03-08T06:40:56,2022-03-08T18:38:54,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-09,33,25,28.5,38.1,25,31.3,22.6,71.3,0,0,0,rain,0,0,44.3,18.4,294.2,1009.4,52.3,5.6,236.9,20.5,9,30,2022-03-09T06:40:20,2022-03-09T18:39:00,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-10,33,25,28.5,40.6,25,31.7,23.5,75.1,0,0,0,,0,0,42.1,18.4,284.7,1009.2,31.9,5.3,255.9,22.2,9,30,2022-03-10T06:39:43,2022-03-10T18:39:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-11,34,25,28.9,39.4,25,32.1,23.6,75,0,0,0,,0,0,43.9,24.1,306.7,1008.6,32.2,4.9,267.5,23.2,9,30,2022-03-11T06:39:06,2022-03-11T18:39:12,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-12,33,25,28.7,39.3,25,32.1,23.7,75.3,0,0,0,,0,0,42.1,18.4,278.1,1008.3,20.9,4.5,259.4,22.5,9,30,2022-03-12T06:38:29,2022-03-12T18:39:18,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-13,35,25,29.3,37.3,25,31.1,21.4,66.6,0,0,0,,0,0,35.3,18.4,321.2,1008.1,5.3,4.8,289.3,25,10,10,2022-03-13T06:37:51,2022-03-13T18:39:23,0.34,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-14,35,24,29.1,37.7,24,31.6,21.9,67.3,0,0,0,,0,0,44.6,20.5,263.1,1008.8,7.4,5.5,281.4,24.2,9,10,2022-03-14T06:37:13,2022-03-14T18:39:28,0.37,Clear,Clear conditions throughout the day.,clear-day,"VOML,43284099999,remote,43285099999"
Dakshina Kannada,2022-03-15,34,25,28.9,39.4,25,32.3,23.8,75.7,0,0,0,,0,0,42.5,22.3,245.3,1008.4,26.2,3.8,245.5,21.3,9,30,2022-03-15T06:36:34,2022-03-15T18:39:33,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-16,33.1,25,28.7,39.5,25,32.2,23.8,75.8,0,0,0,,0,0,41,18.4,251.7,1007.8,27.6,4,249.3,21.6,9,10,2022-03-16T06:35:56,2022-03-16T18:39:38,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-17,33,26,29.3,39.3,26,33.5,24.1,74.4,0,0,0,,0,0,39.2,18.4,247.1,1007.2,34.8,4.8,236.2,20.5,9,30,2022-03-17T06:35:17,2022-03-17T18:39:42,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-18,33.2,25,28.8,38.4,25,31.5,22.9,72.1,0,0,0,,0,0,32.8,22.3,232.9,1007.3,33.4,4.6,254,22.1,9,30,2022-03-18T06:34:38,2022-03-18T18:39:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-19,32.2,24,28,36.9,24,30,21.2,67.2,0,0,0,rain,0,0,33.8,22.3,198.8,1007.6,53.8,5.4,212.8,18.4,8,10,2022-03-19T06:33:59,2022-03-19T18:39:51,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-20,33,24,27.7,36.2,24,29.6,21.5,70,0,0,0,rain,0,0,27.7,18.4,195.7,1007.9,43.3,6.3,178.1,15.4,7,10,2022-03-20T06:33:19,2022-03-20T18:39:55,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-21,33,25,28.7,37,25,31.2,22.7,71.8,0,0,0,rain,0,0,31.7,25.9,262.5,1007.9,36,5.8,271.1,23.3,9,30,2022-03-21T06:32:40,2022-03-21T18:39:59,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-22,31,22,27.3,35.5,22,29.6,22.6,76.2,44,100,4.17,rain,0,0,23.4,14.8,289.9,1008,68.1,5.8,149.3,13,7,30,2022-03-22T06:32:00,2022-03-22T18:40:02,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-23,32.8,24.2,28.2,38,24.2,30.8,23,74.1,1,100,4.17,rain,0,0,27.7,18.4,270.6,1007.1,51.7,5.8,201.7,17.4,8,60,2022-03-23T06:31:21,2022-03-23T18:40:06,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-24,31.9,24,26.8,35.6,24,28.5,22.4,77.9,0,0,0,rain,0,0,27.7,18.4,116.5,1007.6,85.9,5.5,163.5,14.2,6,30,2022-03-24T06:30:41,2022-03-24T18:40:10,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-25,31.2,24,27.8,36.5,24,30.3,22.5,73.2,0,0,0,,0,0,28.1,18.4,268.9,1008.5,78.2,5.6,189.6,16.4,7,60,2022-03-25T06:30:01,2022-03-25T18:40:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-03-26,33,25,28.9,37,25,31.6,22.8,71.1,0,0,0,,0,0,32.4,16.6,305.4,1010.2,51.9,5.6,225.4,19.5,8,60,2022-03-26T06:29:22,2022-03-26T18:40:17,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-27,33.2,26,29.2,39.3,26,32.6,23.2,71.3,0,0,0,,0,0,30.2,20.5,316.4,1010.4,51.6,6.1,259.8,22.4,10,60,2022-03-27T06:28:42,2022-03-27T18:40:20,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-28,33,25,28.9,39,25,32.1,23,71.1,0,0,0,,0,0,30.6,18.4,301.8,1009.9,35.8,6.2,248.4,21.4,9,60,2022-03-28T06:28:02,2022-03-28T18:40:24,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-29,33,27,29.3,38.1,29.6,32.6,22.7,68.4,0,0,0,,0,0,25.2,18.4,277.8,1009.2,33.3,6.1,207,17.8,7,75,2022-03-29T06:27:23,2022-03-29T18:40:27,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-30,33.2,26,29.2,38.3,26,32.1,22.8,69.4,0,0,0,rain,0,0,23,16.6,233,1008.8,38.7,5.6,249.9,21.7,9,60,2022-03-30T06:26:43,2022-03-30T18:40:31,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-03-31,33.2,25,29.1,37.9,25,32.3,22.9,70.3,0,0,0,rain,0,0,28.4,22.3,250.6,1009.2,36.9,5.6,231.1,20,8,60,2022-03-31T06:26:04,2022-03-31T18:40:34,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-01,33,26,29.1,39.3,26,33.3,24.1,75.1,0,0,0,rain,0,0,27.7,18.4,258.2,1009.1,57.7,5.4,237.5,20.6,8,75,2022-04-01T06:25:25,2022-04-01T18:40:38,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-02,32.9,24,28.6,38.1,24,32.3,23.8,75.9,0.1,100,4.17,rain,0,0,26.3,18.4,250.7,1010.1,72.7,5.4,216.7,18.8,8,60,2022-04-02T06:24:45,2022-04-02T18:40:41,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-03,33,26,28.8,39.3,26,32.5,23.8,75.2,0,0,0,rain,0,0,30.2,22.3,258.7,1009.1,69.4,5.6,257.3,22.2,9,75,2022-04-03T06:24:07,2022-04-03T18:40:45,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-04,33.9,25,29.1,40.1,25,32.3,23.6,73.4,0,0,0,rain,0,0,33.1,18.4,291,1009.4,53.8,5.6,252.3,21.5,9,75,2022-04-04T06:23:28,2022-04-04T18:40:49,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-05,33.8,27,29.7,39.3,29.6,34.3,23.8,71.2,0,0,0,rain,0,0,28.8,18.4,304.6,1011.4,45.8,5.6,216.3,18.9,8,75,2022-04-05T06:22:49,2022-04-05T18:40:53,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-06,33,26,29.2,38.9,26,32.4,23,70.1,0,0,0,rain,0,0,29.9,20.5,281.5,1011.8,36.8,6,216.3,18.8,9,60,2022-04-06T06:22:11,2022-04-06T18:40:57,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-07,33,25,29,39.3,25,32.6,23.5,72.9,0,0,0,,0,0,28.8,20.5,290.5,1010.3,40.8,5.6,272.6,23.4,10,75,2022-04-07T06:21:33,2022-04-07T18:41:01,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-08,32.8,27,29.3,39.2,29.6,34.1,24.2,74.5,0,0,0,rain,0,0,31.7,25.9,289,1009.4,58.9,5.6,215.9,18.7,9,75,2022-04-08T06:20:55,2022-04-08T18:41:06,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-09,32.3,22,27.9,38.1,22,30.9,23.2,76.8,0,0,0,rain,0,0,27.7,20.5,285.2,1009.1,59.1,5.4,176.9,15.1,6,75,2022-04-09T06:20:18,2022-04-09T18:41:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-10,32.1,23,27.2,38.9,23,29.8,22.4,75.7,10.6,100,4.17,rain,0,0,24.5,16.6,311.1,1008.6,50,5.9,207.7,18.1,7,60,2022-04-10T06:19:41,2022-04-10T18:41:15,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-11,33,24,28.5,38.1,24,31.7,22.7,71.7,0,0,0,,0,0,29.5,18.4,304.4,1007.3,48.4,5.6,226.6,19.4,8,75,2022-04-11T06:19:04,2022-04-11T18:41:20,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-12,32,27,29.5,40,30.6,35.5,25.3,78.2,0.1,100,4.17,rain,0,0,19.8,14.8,298.5,1006.3,88.8,5.6,155.9,13.5,5,60,2022-04-12T06:18:28,2022-04-12T18:41:25,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-13,31.8,22,27.9,38.6,22,32,24,80,0,0,0,rain,0,0,37.1,22.3,264.3,1006.3,85.3,5.5,137.5,11.9,5,100,2022-04-13T06:17:52,2022-04-13T18:41:30,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-14,30.1,22,25.7,33.5,22,27.3,22.2,81.7,15,100,4.17,rain,0,0,13,16.6,84.1,1007.4,91.8,6.2,98.7,8.4,3,10,2022-04-14T06:17:16,2022-04-14T18:41:36,0.42,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-15,32,24,28,36.3,24,30.1,22.4,72.4,0,0,0,,0,0,19.4,14.8,64.7,1007.5,78.6,6.2,199.3,17.2,7,30,2022-04-15T06:16:41,2022-04-15T18:41:42,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-16,33,25.8,28.8,40.2,25.8,32.2,23.7,74.6,0,0,0,rain,0,0,26.6,18.4,295.2,1006.7,66.3,6.5,262,22.7,9,60,2022-04-16T06:16:06,2022-04-16T18:41:48,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-17,33.8,24,28.7,39,24,31.5,22.6,70.7,0,0,0,rain,0,0,26.6,18.4,287.6,1007.3,31.8,6.1,242.9,20.9,8,60,2022-04-17T06:15:32,2022-04-17T18:41:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-18,32.8,24,28.2,38.4,24,30.9,22.1,70,0,0,0,rain,0,0,28.1,20.5,257.3,1009.5,41.8,6.2,257,22.2,9,60,2022-04-18T06:14:58,2022-04-18T18:42:01,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-19,32.9,24.2,28.2,36.8,24.2,30.6,22.1,70.4,0,0,0,,0,0,29.9,18.4,340.3,1010.2,61.4,5.6,244.9,21.4,8,30,2022-04-19T06:14:25,2022-04-19T18:42:08,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-20,34.2,25,29.5,39.4,25,33.3,23.4,71.2,0,0,0,,0,0,32,18.4,306.9,1007.6,29.3,6.1,287.7,24.9,10,75,2022-04-20T06:13:53,2022-04-20T18:42:15,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-21,34,26,29.7,42.2,26,34.2,23.4,69.9,0,0,0,,0,0,31,16.6,272.2,1006.6,34.5,5.5,256.2,22.1,9,75,2022-04-21T06:13:20,2022-04-21T18:42:22,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-22,34.9,26,29.4,39.6,26,32.5,22.3,66.5,0,0,0,,0,0,33.8,22.3,216.3,1007.6,36.7,6.1,255.3,22.1,9,75,2022-04-22T06:12:49,2022-04-22T18:42:30,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-23,34.1,24,28.6,39.3,24,32.2,22.9,72,0,0,0,rain,0,0,28.4,16.6,176.2,1008.7,66.2,5.6,214.9,18.6,8,60,2022-04-23T06:12:18,2022-04-23T18:42:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-24,33.8,27,29.9,41.3,30.6,35,24.4,73.7,0,0,0,rain,0,0,27.4,25.9,293.5,1007.8,46.2,5.9,239.3,20.6,9,75,2022-04-24T06:11:48,2022-04-24T18:42:47,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-25,33.9,26.8,29.3,42.1,28.2,33.6,23.3,70.9,0,0,0,rain,0,0,27.4,18.4,267.1,1007.3,52,5.5,230.6,19.9,9,100,2022-04-25T06:11:18,2022-04-25T18:42:55,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-26,34.7,25,29.9,41.6,25,33.8,23,67.5,0,0,0,,0,0,26.3,22.3,276.8,1007.2,38.4,5.9,220.8,19.2,7,75,2022-04-26T06:10:49,2022-04-26T18:43:04,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-27,35,27,30.8,42,30.6,36.8,24.8,72.1,0,0,0,,0,0,30.6,18.4,258.4,1006.4,30.3,6,271,23.3,9,100,2022-04-27T06:10:20,2022-04-27T18:43:14,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-28,34.8,28,30.6,42,33,37.2,25.3,74.3,0,0,0,rain,0,0,27.4,20.5,264.2,1008.3,41.1,5.5,239.4,20.6,9,100,2022-04-28T06:09:52,2022-04-28T18:43:23,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-04-29,34.1,26,30,40.6,26,34.4,23.5,69.4,0,0,0,,0,0,32,18.4,316.8,1008.5,44,6.3,224,19.3,8,100,2022-04-29T06:09:25,2022-04-29T18:43:33,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-04-30,35,26,30.2,40.6,26,35,24,71,0,0,0,rain,0,0,28.1,20.5,281.4,1007.8,59.8,6,243.8,21,9,75,2022-04-30T06:08:59,2022-04-30T18:43:44,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-05-01,32,27,29.8,39.2,30.1,35.1,24.4,73.4,0,0,0,rain,0,0,29.9,24.1,281.4,1006.8,69.2,5.6,189.2,16.3,8,75,2022-05-01T06:08:33,2022-05-01T18:43:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2022-05-02,34,26,29.8,39.4,26,33.7,23.5,70.5,0,0,0,,0,0,32.4,25.9,307.4,1006.8,44,6,248.9,21.6,9,30,2022-05-02T06:08:08,2022-05-02T18:44:06,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43284099999,43285099999"
Dakshina Kannada,2022-05-03,34,27,30.3,40.6,30.1,35.3,24.1,70.1,0,0,0,rain,0,0,28.4,22.3,314.9,1006.8,52.9,6.3,255.6,22,8,60,2022-05-03T06:07:44,2022-05-03T18:44:17,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
